Year,Category,Date,Book Title,Author,source
2020,Fiction,"June 21, 2020",The Vanishing Half,Brit Bennett (Riverhead),scraper_hawes
1935,Fiction,"September 9, 1935",Vein of Iron,"Ellen Glasgow (Harcourt, Brace)",scraper_hawes
2022,Fiction,"October 16, 2022",Verity,Colleen Hoover (Grand Central),scraper_hawes
1955,Fiction,"January 2, 1955",The View from Pompey's Head,Hamilton Basso (Doubleday),scraper_hawes
2013,Fiction,"September 29, 2013","""W"" Is For Wasted",Sue Grafton (Marian Wood/Putnam),scraper_hawes
2024,Fiction,"November 3, 2024",The Waiting,"Michael Connelly (Little, Brown)",scraper_hawes
1950,Fiction,"March 26, 1950",The Wall,John Hersey (Knopf),scraper_hawes
1986,Fiction,"July 20, 1986",Wanderlust,Danielle Steel (Delacorte),scraper_hawes
2012,Fiction,"September 30, 2012",A Wanted Man,Lee Child (Delacorte),scraper_hawes
1978,Fiction,"November 12, 1978",War and Remembrance,"Herman Wouk (Little, Brown)",scraper_hawes
2019,Fiction,"October 13, 2019",The Water Dancer,Ta-Nehisi Coates (One World),scraper_hawes
1974,Fiction,"May 5, 1974",Watership Down,Richard Adams (MacMillan),scraper_hawes
1936,Fiction,"June 1, 1936",The Weather In the Streets,Rosamond Lehmann (Reynal & Hitchcock),scraper_hawes
2000,Fiction,"April 23, 2000",The Wedding,Danielle Steel (Delacorte),scraper_hawes
2013,Fiction,"March 3, 2013",A Week In Winter,Maeve Binchy (Knopf),scraper_hawes
1999,Fiction,"May 9, 1999",We'll Meet Again,Mary Higgins Clark (Simon & Schuster),scraper_hawes
1933,Fiction,"April 17, 1933",The Werewolf of Paris,Guy Endore (Farrar & Rinehart),scraper_hawes
2011,Fiction,"January 16, 2011",What the Night Knows,Dean Koontz (Bantam),scraper_hawes
1971,Fiction,"November 7, 1971",Wheels,Arthur Hailey (Doubleday),scraper_hawes
2008,Fiction,"April 27, 2008",Where Are You Now?,Mary Higgins Clark (Simon & Schuster),scraper_hawes
1992,Fiction,"September 20, 1992",Where Is Joe Merchant?,Jimmy Buffett (Harcourt Brace Jovanovich),scraper_hawes
2019,Fiction,"January 20, 2019",Where the Crawdads Sing,Delia Owens (Putnam),scraper_hawes
2021,Fiction,"May 30, 2021",While Justice Sleeps,Stacey Abrams (Doubleday),scraper_hawes
1989,Fiction,"May 28, 1989",While My Pretty Once Sleeps,Mary Higgins Clark (Simon & Schuster),scraper_hawes
1986,Fiction,"November 23, 1986",Whirlwind,James Clavell (Morrow),scraper_hawes
2013,Fiction,"May 5, 2013",Whiskey Beach,Nora Roberts (Putnam),scraper_hawes
2016,Fiction,"November 13, 2016",The Whistler,John Grisham (Doubleday),scraper_hawes
1984,Fiction,"January 29, 1984",Who Killed the Robins Family?,Bill Adler and Thomas Chastain (Morrow),scraper_hawes
2008,Fiction,"May 11, 2008",The Whole Truth,David Baldacci (Grand Central),scraper_hawes
2012,Fiction,"July 8, 2012",Wicked Business,Janet Evanovich (Bantam),scraper_hawes
2009,Fiction,"May 31, 2009",Wicked Prey,John Sandford (Putnam),scraper_hawes
1939,Fiction,"April 3, 1939",Wickford Point,"John P. Marquand (Little, Brown)",scraper_hawes
1998,Fiction,"June 14, 1998",A Widow For One Year,John Irving (Random House),scraper_hawes
2021,Fiction,"April 4, 2021",Win,Harlan Coben (Grand Central),scraper_hawes
2024,Fiction,"December 22, 2024",Wind and Truth,Brandon Sanderson (Tor),scraper_hawes
1987,Fiction,"February 8, 1987",Windmills of the Gods,Sidney Sheldon (Morrow),scraper_hawes
1972,Fiction,"January 16, 1972",The Winds of War,"Herman Wouk (Little, Brown)",scraper_hawes
1941,Fiction,"December 15, 1941",Windswept,Mary Ellen Chase (MacMillan),scraper_hawes
2012,Fiction,"May 13, 2012",The Wind Through the Keyhole,Stephen King (Scribner),scraper_hawes
2012,Fiction,"October 7, 2012",Winter of the World,Ken Follett (Dutton),scraper_hawes
2000,Fiction,"August 20, 2000",Winter Solstice,Rosamunde Pilcher (Thomas Dunne/St. Martin's),scraper_hawes
2000,Fiction,"November 26, 2000",Winter's Heart,Robert Jordan (Tor/Tom Doherty),scraper_hawes
2011,Fiction,"March 20, 2011",The Wise Man's Fear,Patrick Rothfuss (DAW),scraper_hawes
2021,Fiction,"October 17, 2021",The Wish,Nicholas Sparks (Grand Central),scraper_hawes
1993,Fiction,"August 29, 1993",Without Remorse,Tom Clancy (Putnam),scraper_hawes
2018,Fiction,"January 21, 2018",The Woman in the Window,A.J. Finn (Morrow),scraper_hawes
2016,Fiction,"October 16, 2016",Woman of God,"James Patterson and Maxine Paetro (Little, Brown)",scraper_hawes
2024,Fiction,"February 25, 2024",The Women,Kristin Hannah (St. Martin's),scraper_hawes
1972,Fiction,"May 14, 1972",The Word,Irving Wallace (Simon & Schuster),scraper_hawes
2014,Fiction,"March 23, 2014",Words of Radiance,Brandon Sanderson (Tor/Tom Doherty),scraper_hawes
1934,Fiction,"February 5, 1934",Work of Art,"Sinclair Lewis (Doubleday, Doran)",scraper_hawes
2022,Fiction,"December 18, 2022",A World of Curiosities,Louise Penny (Minotaur),scraper_hawes
2007,Fiction,"October 28, 2007",World Without End,Ken Follett (Dutton),scraper_hawes
2010,Fiction,"February 21, 2010",Worst Case,"James Patterson and Michael Ledwidge (Little, Brown)",scraper_hawes
2010,Fiction,"November 7, 2010",Worth Dying For,Lee Child (Delacorte),scraper_hawes
2014,Fiction,"June 29, 2014",Written In My Own Heart's Blood,Diana Gabaldon (Delacorte),scraper_hawes
2015,Fiction,"September 13, 2015","""X""",Sue Grafton (Marian Wood/Putnam),scraper_hawes
2017,Fiction,"September 10, 2017","""Y"" Is For Yesterday",Sue Grafton (Marian Wood/Putnam),scraper_hawes
1938,Fiction,"May 16, 1938",The Yearling,Marjorie Kinnan Rawlings (Scribner),scraper_hawes
1937,Fiction,"May 3, 1937",The Years,"Virginia Woolf (Harcourt, Brace)",scraper_hawes
1998,Fiction,"May 10, 1998",You Belong To Me,Mary Higgins Clark (Simon & Schuster),scraper_hawes
1940,Fiction,"September 30, 1940",You Can't Go Home Again,Thomas Wolfe (Harper),scraper_hawes
2024,Fiction,"June 9, 2024",You Like It Darker,Stephen King (Scribner),scraper_hawes
1948,Fiction,"November 7, 1948",The Young Lions,Irwin Shaw (Random House),scraper_hawes
1935,Fiction,"June 10, 1935",Young Renny,"Mazo De La Roche (Little, Brown)",scraper_hawes
2007,Fiction,"September 30, 2007",You've Been Warned,"James Patterson and Howard Roughan (Little, Brown)",scraper_hawes
2011,Fiction,"November 20, 2011",Zero Day,David Baldacci (Grand Central),scraper_hawes
1988,Fiction,"May 15, 1988",Zoya,Danielle Steel (Delacorte),scraper_hawes
Unknown,Fiction,New York Times Best Seller List,Unknown,Unknown,scraper_hawes
Unknown,Fiction,E-BooksFor Sale,Unknown,Unknown,scraper_hawes
Unknown,Fiction,Your Name or Slogan in Glitter,Unknown,Unknown,scraper_hawes
Unknown,Fiction,Custom Address Labels,Unknown,Unknown,scraper_hawes
Unknown,Fiction,Business Reports,Unknown,Unknown,scraper_hawes
Unknown,Fiction,Perpetual Calendar,Unknown,Unknown,scraper_hawes
Unknown,Fiction,TheHoly Bible,Unknown,Unknown,scraper_hawes
Unknown,Fiction,Unknown,Unknown,Unknown,scraper_hawes
Unknown,Fiction,Unknown,Unknown,Unknown,scraper_hawes
1933,Non-Fiction,"January 16, 1933",The ABC of Technocracy,Frank Awkwright (Harper),scraper_hawes
1959,Non-Fiction,"November 1, 1959",Act One,Moss Hart (Random House),scraper_hawes
2004,Non-Fiction,"April 11, 2004",Against All Enemies,Richard A. Clarke (Free Press),scraper_hawes
2008,Non-Fiction,"November 9, 2008",Against Medical Advice,"James Patterson and Hal Friedman (Little, Brown)",scraper_hawes
1994,Non-Fiction,"June 26, 1994",The Agenda,Bob Woodward (Simon & Schuster),scraper_hawes
2007,Non-Fiction,"October 7, 2007",The Age of Turbulence,Alan Greenspan (Penguin Press),scraper_hawes
1958,Non-Fiction,"October 19, 1958",Aku-Aku,Thor Heyerdahl (Rand McNally),scraper_hawes
2017,Non-Fiction,"June 18, 2017","Al Franken, Giant of the Senate",Al Franken (Twelve),scraper_hawes
1973,Non-Fiction,"December 9, 1973",Alistair Cooke's America,Alistair Cooke (Knopf),scraper_hawes
2021,Non-Fiction,"December 26, 2021",All American Christmas,Rachel Campos-Duffy and Sean Duffy (Broadside),scraper_hawes
1989,Non-Fiction,"January 1, 1989",All I Really Need to Know I Learned in Kindergarten,Robert Fulghum (Villard),scraper_hawes
1974,Non-Fiction,"June 30, 1974",All the President's Men,Bob Woodward and Carl Bernstein (Simon & Schuster),scraper_hawes
1974,Non-Fiction,"November 17, 1974",All Things Bright and Beautiful,James Herriot (St. Martin's),scraper_hawes
1977,Non-Fiction,"September 11, 1977",All Things Wise and Wonderful,James Herriot (St. Martin's),scraper_hawes
1999,Non-Fiction,"March 28, 1999",All Too Human,"George Stephanopoulos (Little, Brown)",scraper_hawes
1933,Non-Fiction,"June 12, 1933",Always a Grand Duke,Alexander of Russia (Farrar & Rinehart),scraper_hawes
2012,Non-Fiction,"June 3, 2012",The Amateur,Edward Klein (Regnery),scraper_hawes
2014,Non-Fiction,"August 10, 2014",America,Dinesh D'Souza (Regnery),scraper_hawes
2004,Non-Fiction,"October 10, 2004",America (The Book),"Jon Stewart, Ben Karlin and David Javerbaum (Warner)",scraper_hawes
1936,Non-Fiction,"October 26, 1936",An American Doctor's Odyssey,Victor Heiser (Norton),scraper_hawes
2021,Non-Fiction,"August 1, 2021",American Marxism,Mark R. Levin (Threshold Editions),scraper_hawes
2004,Non-Fiction,"August 22, 2004",American Soldier,Tommy Franks with Malcolm McConnell (ReganBooks/HarperCollins),scraper_hawes
2002,Non-Fiction,"June 2, 2002",American Son,Richard Blow (Holt),scraper_hawes
2012,Non-Fiction,"January 29, 2012",American Sniper,Chris Kyle with Scott McEwen and Jim DeFelice (Morrow/HarperCollins),scraper_hawes
1996,Non-Fiction,"November 10, 1996",American Tragedy,Lawrence Schiller and James Willwerth (Random House),scraper_hawes
1963,Non-Fiction,"December 8, 1963",The American Way of Death,Jessica Mitford (Simon & Schuster),scraper_hawes
1940,Non-Fiction,"May 13, 1940",American White Paper,Joseph Alsop and Robert Kintner (Simon & Schuster),scraper_hawes
2012,Non-Fiction,"February 5, 2012",Ameritopia,Mark R. Levin (Threshold Editions),scraper_hawes
1982,Non-Fiction,"November 21, 1982",And More by Andy Rooney,Andy A. Rooney (Atheneum),scraper_hawes
1991,Non-Fiction,"March 17, 1991",And the Sea Will Tell,Vincent Bugliosi and Bruce Henderson (Norton),scraper_hawes
1996,Non-Fiction,"December 15, 1996",Angela's Ashes,Frank McCourt (Scribner),scraper_hawes
1953,Non-Fiction,"February 22, 1953",Annapurna,Maurice Herzog (Dutton),scraper_hawes
1945,Non-Fiction,"March 11, 1945",Anything Can Happen,George and Helen Papashvily (Harper),scraper_hawes
2021,Non-Fiction,"June 6, 2021",The Anthropocene Reviewed,John Green (Dutton),scraper_hawes
2024,Non-Fiction,"April 14, 2024",The Anxious Generation,Jonathan Haidt (Penguin Press),scraper_hawes
1971,Non-Fiction,"November 21, 1971",Any Woman Can!,"David Reuben, M.D. (David McKay Company)",scraper_hawes
1933,Non-Fiction,"July 17, 1933",The Arches of the Years,Halliday Sutherland (Morrow),scraper_hawes
2008,Non-Fiction,"May 11, 2008","Are You There, Vodka? It's Me, Chelsea",Chelsea Handler (Simon Spotlight Entertainment),scraper_hawes
2009,Non-Fiction,"October 11, 2009",Arguing With Idiots,Glenn Beck and Kevin Balfe (Mercury Radio Arts/Threshold Editions),scraper_hawes
1936,Non-Fiction,"August 24, 1936",Around the World In Eleven Years,"Patience, Richard and John Abbe (Stokes)",scraper_hawes
1956,Non-Fiction,"July 15, 1956",Arthritis and Common Sense,Dale Alexander (Witkower Press),scraper_hawes
2024,Non-Fiction,"August 25, 2024",The Art of Power,Nancy Pelosi (Simon & Schuster),scraper_hawes
1937,Non-Fiction,"October 18, 1937",The Arts,Hendrik Willem van Loon (Simon & Schuster),scraper_hawes
1940,Non-Fiction,"July 15, 1940",As I Remember Him,"Hans Zinsser (Little, Brown)",scraper_hawes
2017,Non-Fiction,"May 21, 2017",Astrophysics for People in a Hurry,Neil deGrasse Tyson (Norton),scraper_hawes
2007,Non-Fiction,"May 20, 2007",At the Center of the Storm,George Tenet (Harper Collins),scraper_hawes
2006,Non-Fiction,"November 12, 2006",The Audacity of Hope,Barack Obama (Crown),scraper_hawes
2008,Non-Fiction,"May 25, 2008",Audition,Barbara Walters (Knopf),scraper_hawes
1979,Non-Fiction,"October 28, 1979",Aunt Erma's Cope Book,Erma Bombeck (McGraw-Hill),scraper_hawes
1996,Non-Fiction,"May 19, 1996",Bad As I Wanna Be,Dennis Rodman with Tom Keown (Delacorte),scraper_hawes
1994,Non-Fiction,"October 2, 1994",Barbara Bush: A Memoir,Barbara Bush (Drew/Scribners),scraper_hawes
1990,Non-Fiction,"March 11, 1990",Barbarians at the Gate,Bryan Burrough and John Helyer (Harper),scraper_hawes
1957,Non-Fiction,"September 22, 1957",Baruch: My Own Story,Bernard Baruch (Holt),scraper_hawes
2022,Non-Fiction,"July 3, 2022",Battle for the American Mind,Pete Hegseth with David Goodwin (Broadside),scraper_hawes
2018,Non-Fiction,"November 18, 2018",Beastie Boys Book,Michael Diamond and Adam Horovitz (Spiegel & Grau),scraper_hawes
2000,Non-Fiction,"October 22, 2000",The Beatles Anthology,the Beatles (Chronicle),scraper_hawes
2008,Non-Fiction,"April 6, 2008",Beautiful Boy,David Sheff (Houghton Mifflin),scraper_hawes
2019,Non-Fiction,"November 17, 2019",The Beautiful Ones,Prince (Spiegel & Grau),scraper_hawes
2018,Non-Fiction,"December 2, 2018",Becoming,Michelle Obama (Crown),scraper_hawes
2015,Non-Fiction,"February 1, 2015",Being Mortal,Atul Gawande (Metropolitan/Holt),scraper_hawes
2024,Non-Fiction,"October 20, 2024",Be Ready When the Luck Happens,Ina Garten (Crown),scraper_hawes
1941,Non-Fiction,"June 30, 1941",Berlin Diary,William L. Shirer (Knopf),scraper_hawes
1975,Non-Fiction,"February 2, 1975",The Bermuda Triangle,Charles Berlitz (Doubleday),scraper_hawes
1931,Non-Fiction,"December 7, 1931",Bernard Shaw,Frank Harris (Simon & Schuster),scraper_hawes
1973,Non-Fiction,"January 21, 1973",The Best and the Brightest,David Halberstam (Random House),scraper_hawes
1968,Non-Fiction,"February 25, 1968",Between Parent and Child,Hiam Ginott (MacMillan),scraper_hawes
1943,Non-Fiction,"April 12, 1943",Between the Thunder and the Sun,Vincent Sheean (Random House),scraper_hawes
2015,Non-Fiction,"August 2, 2015",Between the World and Me,Ta-Nehisi Coates (Spiegel & Grau),scraper_hawes
1981,Non-Fiction,"July 12, 1981",The Beverly Hills Diet,Judy Mazel (MacMillan),scraper_hawes
2023,Non-Fiction,"July 30, 2023",Beyond the Story,BTS and Myeongseok Kang (Flatiron),scraper_hawes
2022,Non-Fiction,"November 6, 2022",Beyond the Wand,Tom Felton (Grand Central),scraper_hawes
2002,Non-Fiction,"January 20, 2002",Bias,Bernard Goldberg (Regnery),scraper_hawes
2004,Non-Fiction,"July 4, 2004",Big Russ and Me,Tim Russert (Miramax),scraper_hawes
2010,Non-Fiction,"April 4, 2010",The Big Short,Michael Lewis (Norton),scraper_hawes
2015,Non-Fiction,"April 26, 2015",Bill O'Reilly's Legends and Lies,David Fisher (Holt),scraper_hawes
2016,Non-Fiction,"June 19, 2016",Bill O'Reilly's Legends and Lies: The Patriots,David Fisher (Holt),scraper_hawes
1956,Non-Fiction,"May 27, 1956",The Birth of Britain,Winston Churchill (Dodd),scraper_hawes
2022,Non-Fiction,"April 24, 2022",Bittersweet,Susan Cain (Crown),scraper_hawes
1945,Non-Fiction,"April 8, 1945",Black Boy,Richard Wright (Harper),scraper_hawes
1989,Non-Fiction,"February 12, 1989",Blind Faith,Joe McGinnis (Putnam),scraper_hawes
2005,Non-Fiction,"February 6, 2005",Blink,"Malcolm Gladwell (Little, Brown)",scraper_hawes
2005,Non-Fiction,"March 20, 2005",Blood Brother,Anne Bird (Regan Books/Harper Collins),scraper_hawes
2014,Non-Fiction,"July 20, 2014",Blood Feud,Edward Klein (Regnery),scraper_hawes
2024,Non-Fiction,"March 17, 2024",Blood Money,Peter Schweizer (Harper),scraper_hawes
1996,Non-Fiction,"March 31, 1996",Blood Sport,James B. Stewart (Simon & Schuster),scraper_hawes
1941,Non-Fiction,"April 28, 1941","Blood, Sweat and Tears",Winston Churchill (Putnam),scraper_hawes
2019,Non-Fiction,"October 20, 2019",Blowout,Rachel Maddow (Crown),scraper_hawes
2009,Non-Fiction,"November 15, 2009",The Book of Basketball,Bill Simmons (Ballantine),scraper_hawes
1977,Non-Fiction,"July 24, 1977",The Book of Lists,"David Wallechinsky, Irving Wallace and Amy Wallace (Morrow)",scraper_hawes
1994,Non-Fiction,"January 16, 1994",The Book of Virtues,William J. Bennett (Simon & Schuster),scraper_hawes
1960,Non-Fiction,"August 7, 1960",Born Free,Joy Adamson (Pantheon),scraper_hawes
2016,Non-Fiction,"October 16, 2016",Born to Run,Bruce Springsteen (Simon & Schuster),scraper_hawes
2011,Non-Fiction,"April 24, 2011",Bossypants,"Tina Fey (Reagan Arthur/Little, Brown)",scraper_hawes
1972,Non-Fiction,"May 28, 1972",The Boys of Summer,Roger Kahn (Harper),scraper_hawes
1944,Non-Fiction,"December 24, 1944",Brave Men,Ernie Pyle (Holt),scraper_hawes
1934,Non-Fiction,"January 15, 1934",Brazilian Adventure,Peter Fleming (Scribner),scraper_hawes
1975,Non-Fiction,"June 15, 1975",Breach of Faith,Theodore H. White (Atheneum),scraper_hawes
2022,Non-Fiction,"September 11, 2022",Breaking History,Jared Kushner (Broadside),scraper_hawes
1995,Non-Fiction,"March 19, 1995",Breaking the Surface,Greg Louganis with Eric Marcus (Random House),scraper_hawes
1979,Non-Fiction,"December 30, 1979",The Brethern,Bob Woodward and Scott Armstrong (Simon & Schuster),scraper_hawes
1988,Non-Fiction,"June 26, 1988",A Brief History of Time,Stephen Hawking (Bantam),scraper_hawes
1975,Non-Fiction,"November 30, 1975",Bring On the Empty Horses,David Niven (Putnam),scraper_hawes
1933,Non-Fiction,"February 20, 1933",British Agent,R.H. Bruce Lockhart (Putnam),scraper_hawes
2021,Non-Fiction,"April 25, 2021",Broken Horses,Brandi Carlile (Crown),scraper_hawes
1971,Non-Fiction,"May 30, 1971",Bury My Heart at Wounded Knee,Dee Brown (Holt),scraper_hawes
1986,Non-Fiction,"February 23, 1986",Bus 9 to Paradise,Leo Buscaglia (Morrow),scraper_hawes
2002,Non-Fiction,"December 15, 2002",Bush At War,Bob Woodward (Simon & Schuster),scraper_hawes
1954,Non-Fiction,"April 18, 1954",But We Were Born Free,Elmer Davis (Bobbs),scraper_hawes
1990,Non-Fiction,"October 7, 1990",By Way of Deception,Victor Ostrovsky and Claire Hoy (St. Martin's),scraper_hawes
2019,Non-Fiction,"September 22, 2019",Call Sign Chaos,Jim Mattis and Bing West (Random House),scraper_hawes
1962,Non-Fiction,"March 25, 1962",Calories Don't Count,Herman Taller (Simon & Schuster),scraper_hawes
2018,Non-Fiction,"June 17, 2018",Calypso,"David Sedaris (Little, Brown)",scraper_hawes
2014,Non-Fiction,"May 18, 2014",Capital In the Twenty-First Century,Thomas Piketty (Belknap/Harvard University),scraper_hawes
2020,Non-Fiction,"November 1, 2020",Caste,Isabel Wilkerson (Random House),scraper_hawes
2009,Non-Fiction,"July 12, 2009",Catastrophe,Dick Morris and Eileen McGann (Harper/Harper Collins),scraper_hawes
1935,Non-Fiction,"June 24, 1935",Catherine,Gina Kaus (Viking),scraper_hawes
1998,Non-Fiction,"December 20, 1998",The Century,Peter Jennings and Todd Brewster (Doubleday),scraper_hawes
1934,Non-Fiction,"October 15, 1934",The Challenge to Liberty,Herbert Hoover (Scribner),scraper_hawes
1949,Non-Fiction,"March 13, 1949",Cheaper By the Dozen,"Frank B. Gilbreth, Jr. and Ernestine Gilbreth Carey (Crowell)",scraper_hawes
2010,Non-Fiction,"March 28, 2010",Chelsea Chelsea Bang Bang,Chelsea Handler (Grand Central),scraper_hawes
2024,Non-Fiction,"December 8, 2024","Cher: The Memoir, Part One",Cher (Dey Street),scraper_hawes
1991,Non-Fiction,"July 21, 1991",Chutzpah,"Alan M. Dershowitz (Little, Brown)",scraper_hawes
2005,Non-Fiction,"October 16, 2005",The City of Falling Angels,John Berendt (Penguin),scraper_hawes
1990,Non-Fiction,"November 11, 1990",The Civil War,Geoffrey Ward with Ric and Ken Burns (Knopf),scraper_hawes
1971,Non-Fiction,"January 10, 1971",Civilisation,Kenneth Clark (Harper),scraper_hawes
2020,Non-Fiction,"November 22, 2020",Clanlands,Sam Heughan and Graham McTavish (Mobius),scraper_hawes
1987,Non-Fiction,"June 7, 1987",The Closing of the American Mind,Allan Bloom (Simon & Schuster),scraper_hawes
2021,Non-Fiction,"March 28, 2021",The Code Breaker,Walter Isaacson (Simon & Schuster),scraper_hawes
1934,Non-Fiction,"August 27, 1934",The Coming American Boom,L.L.B. Angas (Simon & Schuster),scraper_hawes
1942,Non-Fiction,"September 21, 1942",The Coming Battle of Germany,William B. Ziff (Duell),scraper_hawes
1991,Non-Fiction,"June 2, 1991",The Commanders,Bob Woodward (Simon & Schuster),scraper_hawes
2010,Non-Fiction,"January 24, 2010",Committed,Elizabeth Gilbert (Viking),scraper_hawes
1987,Non-Fiction,"May 10, 1987",Communion,Whitley Strieber (Morrow),scraper_hawes
1978,Non-Fiction,"February 26, 1978",The Complete Book of Running,James Fixx (Random House),scraper_hawes
1979,Non-Fiction,"April 1, 1979",The Complete Scarsdale Medical Diet,Herman Tarnower and Samm Sinclair Baker (Rawson Wade),scraper_hawes
2022,Non-Fiction,"October 23, 2022",Confidence Man,Maggie Haberman (Penguin Press),scraper_hawes
2024,Non-Fiction,"September 29, 2024",Confronting the Presidents,Bill O'Reilly and Martin Dugard (St. Martin's),scraper_hawes
1933,Non-Fiction,"February 6, 1933","Contract Bridge Blue Book, 1933",Ely Culbertson (Bridge World),scraper_hawes
1937,Non-Fiction,"August 2, 1937",Conversation at Midnight,Edna St. Vincent Millay (Harper),scraper_hawes
1937,Non-Fiction,"May 17, 1937",Coronation Commentary,"Geoffrey Dennis (Dodd, Mead)",scraper_hawes
1980,Non-Fiction,"November 9, 1980",Cosmos,Carl Sagan (Random House),scraper_hawes
1939,Non-Fiction,"September 4, 1939",Country Lawyer,Bellamy Partridge (Whittlesey House),scraper_hawes
1940,Non-Fiction,"July 29, 1940",Country Squire In the Whitehouse,"John Flynn (Doubleday, Doran)",scraper_hawes
1994,Non-Fiction,"September 25, 1994",Couplehood,Paul Reiser (Bantam),scraper_hawes
2023,Non-Fiction,"March 19, 2023",The Courage to be Free,Ron DeSantis (Broadside),scraper_hawes
1950,Non-Fiction,"August 27, 1950",Courtroom,"Quentin Reynolds (Farrar, Straus)",scraper_hawes
1933,Non-Fiction,"September 18, 1933",The Crime of Cuba,Carleton Beals (Lippincott),scraper_hawes
2010,Non-Fiction,"September 12, 2010",Crimes Against Liberty,David Limbaugh (Regnery),scraper_hawes
1980,Non-Fiction,"September 21, 1980",Crisis Investing,Douglas R. Casey (Harper),scraper_hawes
2016,Non-Fiction,"July 17, 2016",Crisis of Character,Gary J. Byrne with Grant M. Schmidt (Ballantine),scraper_hawes
1942,Non-Fiction,"May 4, 1942",Cross Creek,Marjorie Rawlings (Scribner),scraper_hawes
1994,Non-Fiction,"November 13, 1994",Crossing the Threshold of Hope,John Paul II (Knopf),scraper_hawes
1933,Non-Fiction,"November 13, 1933",Crowded Hours,Alice Roosevelt Longworth (Scribner),scraper_hawes
1979,Non-Fiction,"July 22, 1979",Cruel Shoes,Steve Martin (Putnam's),scraper_hawes
1935,Non-Fiction,"April 29, 1935",Crusade In Europe,"Dwight D. Eisenhower (Doubleday) - December 26, 1948",scraper_hawes
1935,Non-Fiction,"April 29, 1935",Culbertson's New Summary of Contract Bridge,Ely Culbertson (Winston),scraper_hawes
1933,Non-Fiction,"March 20, 1933",Culbertson's 1933 Summary,Ely Culbertson (Bridge World),scraper_hawes
2009,Non-Fiction,"August 16, 2009",Culture of Corruption,Michelle Malkin (Regnery),scraper_hawes
2006,Non-Fiction,"October 15, 2006",Culture Warrior,Bill O'Reilly (Broadway),scraper_hawes
1990,Non-Fiction,"September 16, 1990",Darkness Visible,William Styron (Random House),scraper_hawes
2014,Non-Fiction,"March 9, 2014",David and Goliath,"Malcolm Gladwell (Little, Brown)",scraper_hawes
1957,Non-Fiction,"June 23, 1957",The Day Christ Died,Jim Bishop (Harper),scraper_hawes
1998,Non-Fiction,"September 13, 1998",The Day Diana Died,Christopher Andersen (Morrow),scraper_hawes
1986,Non-Fiction,"November 30, 1986",A Day in the Life of America,Collins (Collins),scraper_hawes
2000,Non-Fiction,"July 30, 2000",The Day John Died,Christopher Andersen (Morrow),scraper_hawes
1957,Non-Fiction,"May 26, 1957",Day of Infamy,Walter Lord (Holt),scraper_hawes
1993,Non-Fiction,"July 18, 1993",Days of Grace,Arthur Ashe and Arnold Rampersad (Knopf),scraper_hawes
1939,Non-Fiction,"May 1, 1939",Days of Our Years,Pierre van Paassen (Hillman-Curl),scraper_hawes
2015,Non-Fiction,"March 29, 2015",Dead Wake,Erik Larson (Crown),scraper_hawes
2005,Non-Fiction,"April 3, 2005",A Deadly Game,Catherine Crier with Cole Thompson (Regan Books/Harper Collins),scraper_hawes
2018,Non-Fiction,"April 22, 2018",Dear Madam President,Jennifer Palmieri (Grand Central),scraper_hawes
1932,Non-Fiction,"October 10, 1932",Death In The Afternoon,Ernest Hemingway (Scribner),scraper_hawes
1967,Non-Fiction,"April 23, 1967",The Death of a President,William Manchester (Harper Collins),scraper_hawes
1998,Non-Fiction,"October 4, 1998",The Death of Outrage,William J. Bennett (Free Press),scraper_hawes
2010,Non-Fiction,"November 28, 2010",Decision Points,George W. Bush (Crown),scraper_hawes
2004,Non-Fiction,"March 7, 2004",Deliver Us From Evil,Sean Hannity (ReganBooks/HarperCollins),scraper_hawes
2023,Non-Fiction,"October 8, 2023",The Democrat Party Hates America,Mark R. Levin (Threshold Editions),scraper_hawes
2024,Non-Fiction,"May 19, 2024",The Demon of Unrest,Erik Larson (Crown),scraper_hawes
1991,Non-Fiction,"November 3, 1991",Den of Thieves,James B. Stewart (Simon & Schuster),scraper_hawes
2015,Non-Fiction,"November 29, 2015",Destiny and Power,Jon Meacham (Random House),scraper_hawes
2003,Non-Fiction,"March 23, 2003",The Devil In the White City,Erik Larson (Crown),scraper_hawes
2017,Non-Fiction,"August 6, 2017",Devil's Bargain,Joshua Green (Penguin Press),scraper_hawes
2008,Non-Fiction,"November 16, 2008",Dewey,Vicki Myron with Bret Witter (Grand Central),scraper_hawes
2007,Non-Fiction,"July 8, 2007",The Diana Chronicles,Tina Brown (Doubleday),scraper_hawes
1992,Non-Fiction,"July 5, 1992",Diana: Her True Story,Andrew Morton (Simon & Schuster),scraper_hawes
1997,Non-Fiction,"November 2, 1997",Diana: Her True Story - In Her Own Words,Andrew Morton (Simon & Schuster),scraper_hawes
1996,Non-Fiction,"July 28, 1996",The Dilbert Principle,Scott Adams (HarperBusiness),scraper_hawes
2020,Non-Fiction,"September 27, 2020",Disloyal,Michael Cohen (Skyhorse),scraper_hawes
2006,Non-Fiction,"June 18, 2006",Dispatches From the Edge,Anderson Cooper (HarperCollins),scraper_hawes
1980,Non-Fiction,"March 23, 1980",Donahue,Phil Donahue (Simon & Schuster),scraper_hawes
1935,Non-Fiction,"August 12, 1935",Don Fernando,"Somerset Maugham (Doubleday, Doran)",scraper_hawes
